customerid,contract,total_charges,monthly_charges,tenure,tenure_bucket,churn_flag,payment_method,calls_last_90d,unresolved_calls_90d,avg_resolution_time,avg_payment,missing_method_count,last_payment_date
4706-DGAHW,month-to-month,45.2,45.2,1,0-6,False,Electronic check,,,,45.2,0,2022-12-24
3870-MQAMG,one year,5893.15,110.35,54,48+,True,Electronic check,,,,110.35,0,2022-12-07
6670-MFRPK,two year,5420.65,79.2,69,48+,False,Credit card (automatic),,,,79.2,0,2022-12-27
6177-PEVRA,two year,2627.35,55.5,48,48+,False,Credit card (automatic),,,,55.5,0,2022-12-03
4800-CZMPC,one year,5037.55,103.25,48,48+,True,Credit card (automatic),,,,103.25,0,2022-12-18
4813-HQMGZ,month-to-month,743.75,90.25,8,6-12,False,Electronic check,,,,90.25,0,2022-12-25
7579-KKLOE,two year,6589.6,91.25,71,48+,False,Mailed check,,,,91.25,0,2022-12-26
7377-DMMRI,month-to-month,92.45,47.8,2,0-6,True,Electronic check,,,,47.8,0,2022-12-18
8402-EIVQS,one year,6733.15,100.9,67,48+,False,Credit card (automatic),,,,100.9,0,2022-12-28
4947-DSMXK,month-to-month,3410.0,97.7,34,24-48,False,Bank transfer (automatic),1.0,0.0,36.8,97.7,0,2022-12-14
7245-NIIWQ,month-to-month,199.85,69.85,3,0-6,False,Electronic check,,,,69.85,0,2022-12-11
0002-ORFBO,one year,593.3,65.6,9,6-12,False,Mailed check,,,,65.6,0,2022-12-22
3324-OIRTO,one year,7288.4,104.65,71,48+,False,Bank transfer (automatic),,,,104.65,0,2022-12-04
5414-OFQCB,two year,5229.8,90.45,57,48+,False,Credit card (automatic),,,,90.45,0,2022-12-07
4967-WPNCF,two year,4464.8,63.7,72,48+,False,Bank transfer (automatic),,,,63.7,0,2022-12-28
8552-OBVRU,month-to-month,5068.05,104.5,48,48+,False,Electronic check,,,,104.5,0,2022-12-16
8499-BRXTD,one year,401.85,20.1,18,12-24,False,Mailed check,,,,20.1,0,2022-12-27
9154-QDGTH,one year,4451.85,104.3,43,24-48,False,Credit card (automatic),,,,104.3,0,2022-12-17
8197-BFWVU,two year,6688.95,93.25,72,48+,False,Bank transfer (automatic),1.0,1.0,34.0,93.25,0,2022-12-23
2577-GVSIL,one year,2661.1,73.45,35,24-48,False,Bank transfer (automatic),,,,73.45,0,2022-12-22
9367-OIUXP,month-to-month,73.05,20.7,4,0-6,False,Mailed check,,,,20.7,0,2022-12-15
6770-UAYGJ,two year,1211.65,25.25,49,48+,False,Mailed check,,,,25.25,0,2022-12-02
6463-HHXJR,two year,7030.65,100.5,71,48+,False,Bank transfer (automatic),,,,100.5,0,2022-12-26
7928-VJYAB,month-to-month,1020.2,90.6,11,6-12,False,Electronic check,,,,90.6,0,2022-12-09
1187-WILMM,two year,5597.65,89.4,63,48+,False,Credit card (automatic),,,,89.4,0,2022-12-05
9776-OJUZI,month-to-month,6223.3,95.45,65,48+,False,Bank transfer (automatic),1.0,2.0,48.5,95.45,0,2022-12-15
1306-RPWXZ,two year,1024.65,20.45,49,48+,False,Credit card (automatic),1.0,0.0,47.33,20.45,0,2022-12-22
8949-JTMAY,month-to-month,2933.2,98.6,29,24-48,True,Credit card (automatic),,,,98.6,0,2022-12-24
2774-LVQUS,month-to-month,1258.3,83.05,15,12-24,True,Electronic check,,,,83.05,0,2022-12-24
3097-PYWXL,month-to-month,82.9,19.95,4,0-6,False,Electronic check,,,,19.95,0,2022-12-13
2266-SJNAT,one year,7789.6,109.15,72,48+,False,Credit card (automatic),,,,109.15,0,2022-12-09
0869-PAPRP,month-to-month,2067.0,85.7,26,24-48,False,Credit card (automatic),,,,85.7,0,2022-12-25
4238-JSSWH,month-to-month,3452.55,102.05,35,24-48,False,Bank transfer (automatic),,,,102.05,0,2022-12-13
2972-YDYUW,one year,5468.95,94.7,57,48+,False,Electronic check,,,,94.7,0,2022-12-16
1104-FEJAM,month-to-month,1802.15,64.4,28,24-48,False,Electronic check,,,,64.4,0,2022-12-23
2809-ILCYT,one year,733.55,26.8,25,24-48,False,Mailed check,,,,26.8,0,2022-12-10
5499-ECUTN,one year,3021.45,66.05,47,24-48,False,Credit card (automatic),,,,66.05,0,2022-12-20
4981-FLTMF,month-to-month,3687.85,65.2,57,48+,False,Bank transfer (automatic),,,,65.2,0,2022-12-19
9121-PHQSR,month-to-month,1391.15,85.05,16,12-24,False,Credit card (automatic),,,,85.05,0,2022-12-03
3113-IWHLC,month-to-month,274.35,55.8,5,0-6,False,Mailed check,,,,55.8,0,2022-12-17
3211-ILJTT,month-to-month,1214.05,70.4,17,12-24,True,Bank transfer (automatic),1.0,0.0,23.0,70.4,0,2022-12-08
4612-THJBS,one year,5510.65,104.75,56,48+,True,Bank transfer (automatic),,,,104.75,0,2022-12-16
4277-BWBML,two year,1322.85,19.95,72,48+,False,Bank transfer (automatic),,,,19.95,0,2022-12-02
4094-NSEDU,month-to-month,1973.75,94.25,21,12-24,True,Electronic check,1.0,1.0,29.0,94.25,0,2022-12-07
0234-TEVTT,one year,2196.3,45.0,48,48+,False,Credit card (automatic),0.0,1.0,19.0,45.0,0,2022-12-11
4304-TSPVK,two year,7843.55,114.9,68,48+,False,Bank transfer (automatic),,,,114.9,0,2022-12-23
1552-AAGRX,month-to-month,3211.9,106.4,30,24-48,False,Bank transfer (automatic),,,,106.4,0,2022-12-22
2637-FKFSY,month-to-month,130.15,46.1,3,0-6,False,Mailed check,2.0,1.0,30.0,46.1,0,2022-12-15
9796-MVYXX,two year,692.35,39.7,14,12-24,False,Mailed check,,,,39.7,0,2022-12-11
7874-ECPQJ,month-to-month,85.5,20.05,4,0-6,False,Bank transfer (automatic),,,,20.05,0,2022-12-03
0020-INWCK,two year,6849.4,95.75,71,48+,False,Credit card (automatic),,,,95.75,0,2022-12-18
7089-RKVSZ,one year,203.95,24.4,8,6-12,False,Mailed check,,,,24.4,0,2022-12-04
2683-JXWQQ,month-to-month,2117.2,33.6,61,48+,False,Bank transfer (automatic),,,,33.6,0,2022-12-15
9548-ZMVTX,two year,6565.85,90.45,72,48+,False,Bank transfer (automatic),,,,90.45,0,2022-12-27
8739-XNIKG,month-to-month,424.75,84.0,5,0-6,False,Electronic check,,,,84.0,0,2022-12-26
9755-JHNMN,two year,3306.85,67.4,49,48+,False,Bank transfer (automatic),1.0,3.0,40.5,67.4,0,2022-12-06
3981-QSVQI,month-to-month,168.9,19.7,8,6-12,False,Bank transfer (automatic),,,,19.7,0,2022-12-06
2789-HQBOU,month-to-month,253.8,80.35,3,0-6,False,Electronic check,,,,80.35,0,2022-12-24
9424-CMPOG,two year,197.4,19.6,9,6-12,False,Mailed check,,,,19.6,0,2022-12-06
5067-WJEUN,two year,3838.2,54.2,67,48+,False,Bank transfer (automatic),,,,54.2,0,2022-12-10
3450-WXOAT,month-to-month,2065.15,45.2,46,24-48,False,Credit card (automatic),,,,45.2,0,2022-12-04
9251-WNSOD,one year,5064.45,75.1,67,48+,False,Mailed check,,,,75.1,0,2022-12-26
6974-DAFLI,one year,1140.05,19.7,55,48+,False,Electronic check,,,,19.7,0,2022-12-27
2616-UUTFK,month-to-month,2447.45,72.75,33,24-48,False,Bank transfer (automatic),,,,72.75,0,2022-12-24
7064-JHXCE,two year,1263.9,20.05,62,48+,False,Credit card (automatic),,,,20.05,0,2022-12-07
5103-MHMHY,month-to-month,45.95,45.95,1,0-6,True,Mailed check,,,,45.95,0,2022-12-18
7989-AWGEH,month-to-month,1838.15,39.2,49,48+,False,Electronic check,,,,39.2,0,2022-12-01
4373-VVHQL,month-to-month,44.75,44.75,1,0-6,False,Electronic check,,,,44.75,0,2022-12-17
4559-UWIHT,month-to-month,1185.0,82.65,14,12-24,False,Electronic check,,,,82.65,0,2022-12-27
7268-IGMFD,month-to-month,1743.9,93.9,18,12-24,False,Bank transfer (automatic),,,,93.9,0,2022-12-19
1846-XWOQN,month-to-month,70.15,70.15,1,0-6,True,Electronic check,1.0,1.0,33.67,70.15,0,2022-12-04
0235-KGSLC,month-to-month,85.55,85.55,1,0-6,True,Credit card (automatic),1.0,0.0,33.0,85.55,0,2022-12-23
6650-BWFRT,two year,8529.5,117.15,72,48+,False,Credit card (automatic),,,,117.15,0,2022-12-13
9570-KYEUA,two year,6549.45,99.25,64,48+,False,Credit card (automatic),,,,99.25,0,2022-12-06
6993-YGFJV,two year,7806.5,112.55,69,48+,False,Bank transfer (automatic),,,,112.55,0,2022-12-23
2712-SYWAY,month-to-month,25.7,25.7,1,0-6,False,Electronic check,,,,25.7,0,2022-12-11
0730-BGQGF,two year,6287.3,90.3,71,48+,False,Credit card (automatic),,,,90.3,0,2022-12-11
5498-IBWPI,one year,3251.85,49.4,66,48+,False,Credit card (automatic),,,,49.4,0,2022-12-20
9101-NTIXF,month-to-month,50.6,19.4,2,0-6,False,Mailed check,0.0,0.0,9.0,19.4,0,2022-12-16
0013-SMEOE,two year,7904.25,109.7,71,48+,False,Bank transfer (automatic),,,,109.7,0,2022-12-21
9314-QDMDW,one year,729.95,61.25,11,6-12,False,Electronic check,,,,61.25,0,2022-12-12
9308-ANMVE,month-to-month,2654.05,55.3,47,24-48,False,Electronic check,,,,55.3,0,2022-12-14
2884-GBPFB,month-to-month,2416.55,70.3,35,24-48,True,Electronic check,,,,70.3,0,2022-12-22
3757-NJYBX,month-to-month,3520.75,106.35,32,24-48,True,Bank transfer (automatic),,,,106.35,0,2022-12-19
3413-DHLPB,month-to-month,5969.95,103.75,60,48+,False,Bank transfer (automatic),,,,103.75,0,2022-12-12
7649-PHJVR,one year,226.8,19.5,11,6-12,False,Mailed check,,,,19.5,0,2022-12-11
6114-TCFID,one year,1082.75,39.5,29,24-48,False,Credit card (automatic),,,,39.5,0,2022-12-24
3787-TRIAL,month-to-month,565.75,26.05,21,12-24,False,Electronic check,,,,26.05,0,2022-12-22
2573-GYRUU,month-to-month,4370.75,91.05,48,48+,False,Credit card (automatic),,,,91.05,0,2022-12-05
5156-UMKOW,month-to-month,90.05,29.65,3,0-6,False,Mailed check,,,,29.65,0,2022-12-26
1247-QBVSH,month-to-month,2169.4,50.2,43,24-48,False,Mailed check,,,,50.2,0,2022-12-09
6734-GMPVK,month-to-month,550.6,105.3,5,0-6,False,Electronic check,1.0,1.0,34.6,105.3,0,2022-12-14
9822-OAOVB,month-to-month,55.45,55.45,1,0-6,False,Electronic check,,,,55.45,0,2022-12-04
6161-ERDGD,one year,6300.85,85.45,71,48+,False,Electronic check,,,,85.45,0,2022-12-27
1226-JZNKR,one year,160.05,19.8,8,6-12,False,Electronic check,,,,19.8,0,2022-12-22
7318-EIVKO,month-to-month,436.6,59.25,8,6-12,False,Electronic check,,,,59.25,0,2022-12-19
3771-PZOBW,month-to-month,1781.35,90.7,20,12-24,False,Credit card (automatic),2.0,2.0,35.0,90.7,0,2022-12-13
5136-KCKGI,one year,3467.0,103.7,33,24-48,True,Mailed check,,,,103.7,0,2022-12-08
8231-BSWXX,one year,5552.5,79.05,71,48+,False,Credit card (automatic),,,,79.05,0,2022-12-13
6486-LHTMA,one year,2835.5,90.7,31,24-48,False,Electronic check,,,,90.7,0,2022-12-01
4083-BFNYK,one year,3591.25,95.0,38,24-48,False,Credit card (automatic),,,,95.0,0,2022-12-06
3722-WPXTK,month-to-month,88.35,88.35,1,0-6,True,Electronic check,,,,88.35,0,2022-12-15
7389-KBFIT,month-to-month,63.75,30.25,2,0-6,False,Mailed check,,,,30.25,0,2022-12-06
7176-WIONM,month-to-month,617.15,49.85,12,12-24,False,Bank transfer (automatic),,,,49.85,0,2022-12-19
5141-ZUVBH,month-to-month,870.25,93.0,9,6-12,False,Bank transfer (automatic),,,,93.0,0,2022-12-07
1089-HDMKP,month-to-month,601.25,54.55,11,6-12,False,Electronic check,0.0,1.0,17.0,54.55,0,2022-12-15
7623-HKYRK,month-to-month,111.65,19.7,6,6-12,False,Mailed check,,,,19.7,0,2022-12-13
0310-SUCIN,one year,6046.1,84.8,71,48+,False,Bank transfer (automatic),,,,84.8,0,2022-12-24
5197-PYEPU,one year,3923.8,94.45,42,24-48,False,Credit card (automatic),,,,94.45,0,2022-12-09
2929-ERCFZ,month-to-month,777.3,94.2,8,6-12,True,Electronic check,,,,94.2,0,2022-12-22
7548-SEPYI,month-to-month,512.45,96.25,5,0-6,True,Electronic check,,,,96.25,0,2022-12-26
8835-VSDSE,month-to-month,141.45,70.7,2,0-6,True,Electronic check,,,,70.7,0,2022-12-11
6619-RPLQZ,two year,892.15,20.85,45,24-48,False,Mailed check,,,,20.85,0,2022-12-11
3275-RHRNE,one year,1682.05,60.0,28,24-48,False,Credit card (automatic),,,,60.0,0,2022-12-09
3503-TYDAY,month-to-month,3398.9,80.45,43,24-48,False,Electronic check,,,,80.45,0,2022-12-13
6901-GOGZG,two year,4984.85,84.95,60,48+,False,Electronic check,,,,84.95,0,2022-12-16
1623-NLDOT,one year,1445.3,33.55,42,24-48,True,Mailed check,,,,33.55,0,2022-12-14
7021-XSNYE,two year,305.55,49.65,7,6-12,False,Credit card (automatic),,,,49.65,0,2022-12-26
9621-OUPYD,one year,507.9,20.2,25,24-48,False,Bank transfer (automatic),,,,20.2,0,2022-12-28
9898-KZQDZ,month-to-month,3640.45,94.55,40,24-48,True,Credit card (automatic),,,,94.55,0,2022-12-24
8982-NHAVY,one year,2673.45,100.5,27,24-48,False,Bank transfer (automatic),,,,100.5,0,2022-12-09
4307-KWMXE,month-to-month,389.8,35.75,10,6-12,False,Electronic check,,,,35.75,0,2022-12-06
0141-YEAYS,month-to-month,2401.05,86.45,27,24-48,False,Bank transfer (automatic),0.0,1.0,40.67,86.45,0,2022-12-23
2450-ZKEED,one year,651.55,53.8,11,6-12,False,Bank transfer (automatic),,,,53.8,0,2022-12-16
3694-DELSO,month-to-month,156.1,38.55,4,0-6,False,Credit card (automatic),1.0,0.0,7.0,38.55,0,2022-12-11
3893-JRNFS,month-to-month,2796.35,39.9,68,48+,False,Bank transfer (automatic),,,,39.9,0,2022-12-05
9603-OAIHC,month-to-month,70.05,70.05,1,0-6,False,Electronic check,,,,70.05,0,2022-12-27
1133-KXCGE,one year,407.05,20.1,18,12-24,False,Mailed check,,,,20.1,0,2022-12-04
5236-PERKL,two year,6465.0,112.95,57,48+,True,Bank transfer (automatic),,,,112.95,0,2022-12-11
0142-GVYSN,month-to-month,511.25,20.3,26,24-48,False,Electronic check,,,,20.3,0,2022-12-10
1049-FYSYG,month-to-month,646.05,35.65,17,12-24,False,Credit card (automatic),,,,35.65,0,2022-12-11
7854-FOKSF,month-to-month,35.9,35.9,1,0-6,True,Electronic check,,,,35.9,0,2022-12-14
2519-FAKOD,month-to-month,3777.15,99.25,38,24-48,True,Bank transfer (automatic),,,,99.25,0,2022-12-20
8406-LNMHF,one year,4903.15,82.95,59,48+,False,Credit card (automatic),,,,82.95,0,2022-12-21
1821-BUCWY,two year,1653.85,55.65,30,24-48,False,Mailed check,,,,55.65,0,2022-12-10
8263-JQAIK,month-to-month,47.5,24.45,2,0-6,True,Mailed check,0.0,0.0,54.0,24.45,0,2022-12-05
0023-UYUPN,one year,1306.3,25.2,50,48+,False,Electronic check,,,,25.2,0,2022-12-20
8314-DPQHL,one year,463.6,50.8,9,6-12,False,Mailed check,,,,50.8,0,2022-12-14
1465-WCZVT,month-to-month,60.65,19.65,3,0-6,False,Mailed check,2.0,1.0,35.4,19.65,0,2022-12-25
9481-SFCQY,month-to-month,824.85,59.8,14,12-24,False,Credit card (automatic),,,,59.8,0,2022-12-13
6360-SVNWV,month-to-month,2094.65,73.55,31,24-48,False,Credit card (automatic),0.0,2.0,26.0,73.55,0,2022-12-03
0567-GGCAC,month-to-month,438.9,61.4,7,6-12,False,Electronic check,0.0,1.0,17.0,61.4,0,2022-12-07
7089-IVVAZ,month-to-month,847.3,103.35,8,6-12,True,Bank transfer (automatic),0.0,0.0,13.0,103.35,0,2022-12-24
8884-MRNSU,one year,329.75,19.9,17,12-24,False,Bank transfer (automatic),,,,19.9,0,2022-12-04
2171-UDMFD,month-to-month,674.55,19.45,32,24-48,False,Credit card (automatic),1.0,3.0,40.0,19.45,0,2022-12-25
9050-IKDZA,month-to-month,162.55,81.5,2,0-6,False,Mailed check,,,,81.5,0,2022-12-07
2205-YMZZJ,month-to-month,546.95,84.8,7,6-12,True,Electronic check,,,,84.8,0,2022-12-27
9802-CAQUT,two year,7887.25,109.55,72,48+,False,Credit card (automatic),,,,109.55,0,2022-12-28
1254-IZEYF,month-to-month,3186.65,99.95,31,24-48,True,Electronic check,,,,99.95,0,2022-12-26
0187-WZNAB,month-to-month,1972.35,74.4,27,24-48,False,Mailed check,,,,74.4,0,2022-12-06
9492-TOKRI,month-to-month,1527.35,90.0,18,12-24,True,Credit card (automatic),0.0,2.0,48.33,90.0,0,2022-12-01
1475-VWVDO,month-to-month,490.55,74.9,7,6-12,False,Electronic check,,,,74.9,0,2022-12-20
9221-OTIVJ,month-to-month,1531.4,104.85,14,12-24,True,Electronic check,,,,104.85,0,2022-12-20
1357-MVDOZ,month-to-month,683.25,59.65,11,6-12,False,Bank transfer (automatic),,,,59.65,0,2022-12-21
7602-MVRMB,two year,8058.85,110.45,72,48+,False,Bank transfer (automatic),1.0,2.0,24.0,110.45,0,2022-12-09
3325-FUYCG,one year,2847.4,106.1,28,24-48,True,Electronic check,,,,106.1,0,2022-12-26
5908-QMGOE,month-to-month,1133.9,74.2,15,12-24,True,Credit card (automatic),,,,74.2,0,2022-12-26
1197-BVMVG,month-to-month,294.45,74.45,4,0-6,False,Electronic check,,,,74.45,0,2022-12-02
5406-KGRMX,two year,1719.15,24.55,71,48+,False,Electronic check,1.0,2.0,27.0,24.55,0,2022-12-20
8481-YYXWG,month-to-month,461.7,89.35,5,0-6,True,Electronic check,,,,89.35,0,2022-12-01
5968-HYJRZ,two year,1160.45,24.55,47,24-48,False,Mailed check,,,,24.55,0,2022-12-02
5198-EFNBM,one year,5199.8,90.65,57,48+,False,Electronic check,,,,90.65,0,2022-12-25
7516-GMHUV,two year,5163.3,105.05,50,48+,False,Credit card (automatic),,,,105.05,0,2022-12-25
7140-ADSMJ,month-to-month,162.3,20.45,8,6-12,False,Credit card (automatic),,,,20.45,0,2022-12-03
2230-XTUWL,two year,883.35,19.55,48,48+,False,Mailed check,,,,19.55,0,2022-12-27
7706-YLMQA,one year,1341.5,19.7,70,48+,False,Bank transfer (automatic),,,,19.7,0,2022-12-22
2585-KTFRE,month-to-month,70.45,70.45,1,0-6,False,Bank transfer (automatic),,,,70.45,0,2022-12-20
7994-UYIVZ,month-to-month,659.45,85.65,8,6-12,False,Bank transfer (automatic),,,,85.65,0,2022-12-05
2609-IAICY,month-to-month,77.15,77.15,1,0-6,True,Electronic check,,,,77.15,0,2022-12-09
1740-CSDJP,month-to-month,35.25,35.25,1,0-6,True,Bank transfer (automatic),,,,35.25,0,2022-12-11
7717-BICXI,two year,1205.05,20.55,60,48+,False,Mailed check,1.0,0.0,18.5,20.55,0,2022-12-27
6559-RAKOZ,one year,4917.9,97.95,49,48+,False,Electronic check,0.0,1.0,42.0,97.95,0,2022-12-01
2636-OHFMN,month-to-month,201.0,48.55,4,0-6,True,Electronic check,,,,48.55,0,2022-12-12
4716-MRVEN,one year,599.3,20.0,29,24-48,False,Mailed check,,,,20.0,0,2022-12-23
2143-LJULT,two year,1733.15,25.25,67,48+,False,Credit card (automatic),,,,25.25,0,2022-12-23
1323-OOEPC,month-to-month,5149.5,98.4,53,48+,True,Credit card (automatic),,,,98.4,0,2022-12-20
3200-MNQTF,two year,4677.1,70.9,67,48+,False,Credit card (automatic),,,,70.9,0,2022-12-12
6164-HXUGH,month-to-month,119.3,19.85,6,6-12,False,Mailed check,,,,19.85,0,2022-12-10
5630-IXDXV,month-to-month,4849.1,106.35,47,24-48,False,Electronic check,1.0,4.0,33.2,106.35,0,2022-12-16
0320-DWVTU,two year,5424.25,99.5,53,48+,False,Mailed check,,,,99.5,0,2022-12-14
9135-MGVPY,two year,5878.9,84.7,69,48+,False,Mailed check,1.0,0.0,7.0,84.7,0,2022-12-19
1212-GLHMD,month-to-month,244.85,86.05,3,0-6,False,Mailed check,,,,86.05,0,2022-12-08
7878-JGDKK,month-to-month,220.75,44.55,4,0-6,False,Mailed check,1.0,2.0,25.2,44.55,0,2022-12-16
1088-AUUZZ,two year,4261.2,75.85,56,48+,False,Credit card (automatic),,,,75.85,0,2022-12-22
0397-GZBBC,month-to-month,5574.75,93.85,59,48+,True,Bank transfer (automatic),,,,93.85,0,2022-12-11
6614-YWYSC,two year,1501.75,25.0,61,48+,False,Bank transfer (automatic),2.0,0.0,32.6,25.0,0,2022-12-21
9588-OZDMQ,month-to-month,89.75,45.0,2,0-6,False,Electronic check,,,,45.0,0,2022-12-01
7641-EUYET,month-to-month,4541.2,100.7,46,24-48,True,Electronic check,,,,100.7,0,2022-12-20
6476-EPYZR,month-to-month,255.5,20.5,12,12-24,False,Mailed check,0.0,2.0,28.5,20.5,0,2022-12-18
9921-ZVRHG,month-to-month,1072.0,80.45,14,12-24,True,Electronic check,,,,80.45,0,2022-12-16
1174-FGIFN,one year,2509.25,90.45,28,24-48,False,Electronic check,,,,90.45,0,2022-12-08
6620-HVDUJ,month-to-month,1440.75,60.45,24,24-48,False,Bank transfer (automatic),,,,60.45,0,2022-12-07
4701-MLJPN,month-to-month,1715.65,55.25,31,24-48,True,Electronic check,,,,55.25,0,2022-12-19
1032-MAELW,one year,5333.35,78.45,68,48+,False,Electronic check,,,,78.45,0,2022-12-08
7641-TQFHN,two year,3895.35,100.55,39,24-48,False,Mailed check,,,,100.55,0,2022-12-01
1552-TKMXS,month-to-month,869.9,20.35,42,24-48,False,Credit card (automatic),,,,20.35,0,2022-12-20
9206-GVPEQ,month-to-month,706.85,54.45,13,12-24,True,Electronic check,2.0,0.0,30.25,54.45,0,2022-12-15
8622-ZLFKO,month-to-month,512.25,90.75,6,6-12,False,Electronic check,,,,90.75,0,2022-12-02
1596-BBVTG,month-to-month,2636.05,75.35,35,24-48,True,Credit card (automatic),,,,75.35,0,2022-12-23
6188-UXBBR,one year,814.75,20.25,38,24-48,False,Credit card (automatic),,,,20.25,0,2022-12-16
2333-KWEWW,two year,388.6,20.05,18,12-24,False,Credit card (automatic),,,,20.05,0,2022-12-25
5702-SKUOB,month-to-month,93.45,19.6,4,0-6,False,Mailed check,,,,19.6,0,2022-12-27
1134-YWTYF,month-to-month,1389.85,53.8,27,24-48,False,Electronic check,,,,53.8,0,2022-12-27
6061-GWWAV,one year,2894.55,70.2,41,24-48,False,Mailed check,,,,70.2,0,2022-12-21
0679-TDGAK,one year,4025.6,75.5,50,48+,False,Electronic check,,,,75.5,0,2022-12-27
6585-WCEWR,two year,1354.4,20.35,72,48+,False,Electronic check,,,,20.35,0,2022-12-27
9067-YGSCA,one year,1856.4,26.05,70,48+,False,Credit card (automatic),,,,26.05,0,2022-12-13
9067-SQTNS,one year,926.0,20.6,44,24-48,False,Bank transfer (automatic),,,,20.6,0,2022-12-18
8433-WXGNA,month-to-month,189.2,75.7,2,0-6,True,Electronic check,,,,75.7,0,2022-12-14
1776-SPBWV,one year,682.1,20.1,34,24-48,False,Bank transfer (automatic),,,,20.1,0,2022-12-03
8735-SDUFN,two year,1778.7,24.3,72,48+,False,Bank transfer (automatic),,,,24.3,0,2022-12-27
9668-PUGNU,two year,1816.2,24.5,71,48+,False,Electronic check,,,,24.5,0,2022-12-20
9405-GPBBG,two year,7069.25,110.5,64,48+,False,Credit card (automatic),,,,110.5,0,2022-12-10
1926-QUZNN,two year,1841.2,25.25,72,48+,False,Bank transfer (automatic),,,,25.25,0,2022-12-15
3707-GNWHM,month-to-month,74.25,74.25,1,0-6,True,Mailed check,4.0,0.0,47.8,74.25,0,2022-12-17
7016-NVRIC,one year,2656.7,90.1,29,24-48,False,Bank transfer (automatic),,,,90.1,0,2022-12-23
5829-NVSQN,one year,1689.45,68.75,23,12-24,False,Bank transfer (automatic),,,,68.75,0,2022-12-12
9565-AXSMR,two year,1054.75,19.2,52,48+,False,Mailed check,,,,19.2,0,2022-12-03
8922-LIEGH,month-to-month,2187.55,89.7,25,24-48,True,Electronic check,,,,89.7,0,2022-12-21
8869-LIHMK,two year,7334.05,115.1,64,48+,False,Bank transfer (automatic),,,,115.1,0,2022-12-03
8245-UMPYT,month-to-month,1581.2,96.4,16,12-24,True,Electronic check,,,,96.4,0,2022-12-03
5186-SAMNZ,month-to-month,69.5,69.5,1,0-6,True,Bank transfer (automatic),,,,69.5,0,2022-12-18
0447-RXSGD,month-to-month,2404.85,99.65,24,24-48,False,Bank transfer (automatic),,,,99.65,0,2022-12-18
4927-WWOOZ,month-to-month,171.45,91.45,2,0-6,False,Electronic check,,,,91.45,0,2022-12-27
5788-YPOEG,two year,2839.45,84.75,34,24-48,False,Mailed check,,,,84.75,0,2022-12-04
5373-SFODM,month-to-month,3132.75,85.25,36,24-48,True,Credit card (automatic),,,,85.25,0,2022-12-12
0661-KBKPA,one year,3942.45,78.75,53,48+,False,Mailed check,,,,78.75,0,2022-12-17
9081-WWXKP,two year,873.4,20.25,47,24-48,False,Credit card (automatic),,,,20.25,0,2022-12-04
0784-ZQJZX,two year,1529.65,19.9,72,48+,False,Credit card (automatic),,,,19.9,0,2022-12-11
